# This table combines: (1) a validated ML risk model (see model_card.md), (2) real engagement survey data covering 49.7% of employees (Step 13 -- do not generalize to the rest), (3) O*NET role mappings with confidence levels ranging from very_low to medium -- none are exact matches (see data_relationships.md Open Issue #1), and (4) SYNTHETIC skill-gap and recommendation data (Steps 15-18) that has NOT been validated against real employee skill records. Sections 3 and 4 are illustrative of MVP capability, not production-ready HR guidance.
EmployeeNumber,Department,JobRole,RiskScore,RiskLevel,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,ONET_Title,ONET_Confidence,SkillGapCount,SkillGapSeverity,Top3Recommendations 
1053,Research & Development,Research Scientist,0.9502,HIGH,2.0,1.0,4.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1055,Sales,Sales Representative,0.6374,HIGH,3.0,4.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,6.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1056,Sales,Sales Representative,0.5643,HIGH,4.0,2.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1060,Research & Development,Research Scientist,0.1098,LOW,5.0,5.0,4.0,Computer and Information Research Scientists,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1061,Research & Development,Research Director,0.0987,LOW,3.0,3.0,1.0,Natural Sciences Managers,low,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Commercial Image Retouching & Asset Production with Adobe Photoshop; Relational Database Design & SQL Querying with Microsoft Access
1062,Research & Development,Healthcare Representative,0.2204,LOW,3.0,2.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1066,Sales,Sales Executive,0.6946,HIGH,4.0,3.0,5.0,Sales Managers,low,3.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management"
1068,Research & Development,Research Scientist,0.1489,LOW,3.0,2.0,2.0,Computer and Information Research Scientists,medium,3.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
1069,Research & Development,Research Director,0.0087,LOW,3.0,1.0,2.0,Natural Sciences Managers,low,7.0,HIGH,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Operational Process Auditing & KPI Performance Monitoring Protocols
1070,Sales,Sales Executive,0.4437,HIGH,3.0,1.0,2.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1071,Research & Development,Research Scientist,0.0398,LOW,1.0,2.0,2.0,Computer and Information Research Scientists,medium,4.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1073,Research & Development,Manufacturing Director,0.2151,LOW,4.0,4.0,2.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1074,Research & Development,Manager,0.1309,LOW,3.0,4.0,1.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1076,Sales,Sales Executive,0.2073,LOW,1.0,3.0,1.0,Sales Managers,low,4.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Strategic Problem Solving & Root Cause Decision Analysis Seminar; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
1077,Sales,Sales Representative,0.9351,HIGH,5.0,2.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,5.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Business & Technical Writing: Structuring Executive Summaries & Proposals; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling"
1079,Research & Development,Laboratory Technician,0.8489,HIGH,2.0,2.0,1.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1080,Research & Development,Research Scientist,0.1442,LOW,3.0,1.0,3.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1081,Research & Development,Research Scientist,0.2345,LOW,1.0,3.0,3.0,Computer and Information Research Scientists,medium,2.0,LOW,"AWS Infrastructure as Code: CloudFormation & CDK Automated Deployments; AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
1082,Research & Development,Healthcare Representative,0.5338,HIGH,1.0,4.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1083,Research & Development,Laboratory Technician,0.7304,HIGH,5.0,5.0,3.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1084,Research & Development,Manufacturing Director,0.1415,LOW,1.0,2.0,4.0,Industrial Production Managers,low,5.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Motion Graphics, Video Storytelling & Product Animation with After Effects"
1085,Research & Development,Research Scientist,0.0376,LOW,5.0,5.0,3.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1088,Research & Development,Healthcare Representative,0.037,LOW,4.0,3.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
1092,Research & Development,Healthcare Representative,0.4026,HIGH,1.0,4.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1094,Research & Development,Laboratory Technician,0.1447,LOW,5.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp; Time Management, Calendar Optimization & Executive Email Triage in Outlook"
1096,Research & Development,Manufacturing Director,0.0276,LOW,1.0,3.0,2.0,Industrial Production Managers,low,2.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1097,Research & Development,Research Scientist,0.0422,LOW,1.0,2.0,5.0,Computer and Information Research Scientists,medium,1.0,LOW,NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1098,Human Resources,Human Resources,0.3588,LOW,2.0,2.0,2.0,Human Resources Specialists,medium,2.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1099,Research & Development,Healthcare Representative,0.106,LOW,1.0,5.0,5.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,Business & Technical Writing: Structuring Executive Summaries & Proposals; Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1100,Sales,Sales Executive,0.8022,HIGH,1.0,4.0,5.0,Sales Managers,low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1101,Research & Development,Research Scientist,0.5371,HIGH,1.0,1.0,3.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1102,Research & Development,Laboratory Technician,0.3981,LOW,5.0,1.0,4.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Google Workspace Collaboration: Document Co-Authoring & Cloud Governance; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1103,Research & Development,Healthcare Representative,0.3184,LOW,5.0,3.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Business & Technical Writing: Structuring Executive Summaries & Proposals; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1105,Sales,Sales Executive,0.2444,LOW,1.0,4.0,1.0,Sales Managers,low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Strategic Problem Solving & Root Cause Decision Analysis Seminar
1106,Research & Development,Laboratory Technician,0.4203,HIGH,2.0,3.0,3.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1107,Research & Development,Laboratory Technician,0.7537,HIGH,4.0,5.0,1.0,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1108,Research & Development,Research Scientist,0.966,HIGH,4.0,5.0,3.0,Computer and Information Research Scientists,medium,6.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1109,Research & Development,Manager,0.1281,LOW,4.0,5.0,4.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1111,Research & Development,Laboratory Technician,0.8132,HIGH,4.0,1.0,1.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance"
1113,Sales,Sales Executive,0.5068,HIGH,3.0,3.0,5.0,Sales Managers,low,3.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Java & Multi-Language Software Development with Eclipse IDE & Git Plugins; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
1114,Sales,Sales Executive,0.2118,LOW,1.0,3.0,3.0,Sales Managers,low,1.0,LOW,"Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1115,Research & Development,Research Scientist,0.0284,LOW,4.0,1.0,3.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1116,Research & Development,Manager,0.0192,LOW,3.0,4.0,4.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1117,Sales,Sales Executive,0.0189,LOW,4.0,5.0,1.0,Sales Managers,low,1.0,LOW,"Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1118,Research & Development,Healthcare Representative,0.2213,LOW,1.0,5.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
1119,Sales,Sales Executive,0.4785,HIGH,4.0,4.0,5.0,Sales Managers,low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins
1120,Research & Development,Research Scientist,0.0717,LOW,3.0,3.0,4.0,Computer and Information Research Scientists,medium,2.0,LOW,"Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift; AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
1121,Research & Development,Manufacturing Director,0.0171,LOW,1.0,1.0,4.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1124,Sales,Manager,0.139,LOW,3.0,2.0,3.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1125,Sales,Sales Executive,0.7267,HIGH,4.0,3.0,4.0,Sales Managers,low,6.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols
1126,Research & Development,Manufacturing Director,0.4938,HIGH,3.0,3.0,2.0,Industrial Production Managers,low,4.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1127,Research & Development,Healthcare Representative,0.4136,HIGH,5.0,1.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
