# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
991,Speaking,essential,0
991,Active Learning,essential,1
991,Amazon DynamoDB,software,0
991,Amazon Elastic Compute Cloud EC2,software,0
991,Amazon Redshift,software,1
991,Amazon Web Services AWS CloudFormation,software,1
991,Amazon Web Services AWS software,software,0
992,N/A - Department-level analysis only,N/A,0
994,Critical Thinking,essential,0
994,Reading Comprehension,essential,0
994,Active Listening,essential,0
994,Speaking,essential,1
994,Active Learning,essential,0
994,Amazon DynamoDB,software,1
994,Amazon Elastic Compute Cloud EC2,software,1
994,Amazon Redshift,software,1
994,Amazon Web Services AWS CloudFormation,software,1
994,Amazon Web Services AWS software,software,0
995,Critical Thinking,essential,1
995,Reading Comprehension,essential,1
995,Active Listening,essential,1
995,Speaking,essential,0
995,Active Learning,essential,0
995,Amazon DynamoDB,software,1
995,Amazon Elastic Compute Cloud EC2,software,1
995,Amazon Redshift,software,1
995,Amazon Web Services AWS CloudFormation,software,0
995,Amazon Web Services AWS software,software,1
996,Reading Comprehension,essential,1
996,Active Listening,essential,1
996,Critical Thinking,essential,1
996,Speaking,essential,0
996,Science,essential,1
996,Google Docs,software,1
996,MEDITECH software,software,1
996,Microsoft Excel,software,1
996,Microsoft Office software,software,0
996,Microsoft Outlook,software,1
997,Science,essential,0
997,Reading Comprehension,essential,0
997,Active Listening,essential,1
997,Critical Thinking,essential,1
997,Monitoring,essential,1
997,Adobe Acrobat,software,0
997,Adobe Photoshop,software,1
997,ESRI ArcGIS software,software,1
997,IBM SPSS Statistics,software,1
997,Microsoft Access,software,0
998,Active Listening,essential,1
998,Speaking,essential,1
998,Reading Comprehension,essential,1
998,Writing,essential,1
998,Active Learning,essential,0
998,Apple macOS,software,1
998,HubSpot software,software,0
998,IBM SPSS Statistics,software,1
998,Microsoft Excel,software,1
998,Microsoft Office software,software,1
999,Science,essential,1
999,Reading Comprehension,essential,1
999,Active Listening,essential,1
999,Critical Thinking,essential,1
999,Monitoring,essential,1
999,Adobe Acrobat,software,1
999,Adobe Photoshop,software,1
999,ESRI ArcGIS software,software,1
999,IBM SPSS Statistics,software,1
999,Microsoft Access,software,1
1001,Reading Comprehension,essential,0
1001,Active Listening,essential,0
1001,Critical Thinking,essential,1
1001,Speaking,essential,0
1001,Science,essential,1
1001,Google Docs,software,1
1001,MEDITECH software,software,0
1001,Microsoft Excel,software,0
1001,Microsoft Office software,software,0
1001,Microsoft Outlook,software,0
1002,Reading Comprehension,essential,1
1002,Active Listening,essential,0
1002,Critical Thinking,essential,1
1002,Speaking,essential,1
1002,Science,essential,1
1002,Google Docs,software,1
1002,MEDITECH software,software,1
1002,Microsoft Excel,software,1
1002,Microsoft Office software,software,1
1002,Microsoft Outlook,software,1
1003,Active Listening,essential,1
1003,Speaking,essential,1
1003,Reading Comprehension,essential,1
1003,Critical Thinking,essential,1
1003,Monitoring,essential,0
1003,Adobe Acrobat,software,0
1003,Adobe Creative Cloud software,software,1
1003,Bentley MicroStation,software,1
1003,Eclipse IDE,software,1
1003,Facebook,software,1
1004,Critical Thinking,essential,1
1004,Reading Comprehension,essential,0
1004,Active Listening,essential,1
1004,Speaking,essential,1
1004,Active Learning,essential,1
1004,Amazon DynamoDB,software,0
1004,Amazon Elastic Compute Cloud EC2,software,1
1004,Amazon Redshift,software,1
1004,Amazon Web Services AWS CloudFormation,software,1
1004,Amazon Web Services AWS software,software,1
1005,Critical Thinking,essential,1
1005,Speaking,essential,1
1005,Monitoring,essential,1
1005,Reading Comprehension,essential,1
1005,Active Listening,essential,1
1005,Adobe Acrobat,software,1
1005,Adobe After Effects,software,1
1005,Adobe InDesign,software,1
1005,Adobe Photoshop,software,1
1005,Autodesk AutoCAD,software,1
1006,Critical Thinking,essential,0
1006,Reading Comprehension,essential,1
1006,Active Listening,essential,0
1006,Speaking,essential,0
1006,Active Learning,essential,0
1006,Amazon DynamoDB,software,0
1006,Amazon Elastic Compute Cloud EC2,software,0
1006,Amazon Redshift,software,1
1006,Amazon Web Services AWS CloudFormation,software,0
1006,Amazon Web Services AWS software,software,1
1007,Critical Thinking,essential,1
1007,Speaking,essential,1
1007,Monitoring,essential,1
1007,Reading Comprehension,essential,1
1007,Active Listening,essential,1
1007,Adobe Acrobat,software,1
1007,Adobe After Effects,software,0
1007,Adobe InDesign,software,1
1007,Adobe Photoshop,software,1
1007,Autodesk AutoCAD,software,0
1009,Critical Thinking,essential,1
1009,Speaking,essential,1
1009,Monitoring,essential,1
1009,Reading Comprehension,essential,0
1009,Active Listening,essential,0
1009,Adobe Acrobat,software,1
1009,Adobe After Effects,software,1
1009,Adobe InDesign,software,1
1009,Adobe Photoshop,software,1
1009,Autodesk AutoCAD,software,1
1010,Reading Comprehension,essential,0
1010,Active Listening,essential,1
1010,Critical Thinking,essential,0
1010,Speaking,essential,1
1010,Science,essential,1
1010,Google Docs,software,1
1010,MEDITECH software,software,1
1010,Microsoft Excel,software,1
1010,Microsoft Office software,software,0
1010,Microsoft Outlook,software,0
1011,Critical Thinking,essential,1
1011,Speaking,essential,1
1011,Monitoring,essential,0
1011,Reading Comprehension,essential,1
1011,Active Listening,essential,1
1011,Adobe Acrobat,software,0
1011,Adobe After Effects,software,0
1011,Adobe InDesign,software,1
1011,Adobe Photoshop,software,1
1011,Autodesk AutoCAD,software,0
1012,Critical Thinking,essential,1
1012,Reading Comprehension,essential,1
1012,Active Listening,essential,0
1012,Speaking,essential,0
1012,Active Learning,essential,0
1012,Amazon DynamoDB,software,0
1012,Amazon Elastic Compute Cloud EC2,software,0
1012,Amazon Redshift,software,1
1012,Amazon Web Services AWS CloudFormation,software,0
1012,Amazon Web Services AWS software,software,0
1013,Critical Thinking,essential,1
1013,Speaking,essential,1
1013,Monitoring,essential,1
1013,Reading Comprehension,essential,1
1013,Active Listening,essential,1
1013,Adobe Acrobat,software,1
1013,Adobe After Effects,software,1
1013,Adobe InDesign,software,1
1013,Adobe Photoshop,software,0
1013,Autodesk AutoCAD,software,1
1014,Active Listening,essential,1
1014,Speaking,essential,1
1014,Reading Comprehension,essential,1
1014,Writing,essential,1
1014,Active Learning,essential,1
1014,Apple macOS,software,1
1014,HubSpot software,software,0
1014,IBM SPSS Statistics,software,1
1014,Microsoft Excel,software,1
1014,Microsoft Office software,software,1
1015,Science,essential,1
1015,Reading Comprehension,essential,1
1015,Active Listening,essential,1
1015,Critical Thinking,essential,1
1015,Monitoring,essential,1
1015,Adobe Acrobat,software,1
1015,Adobe Photoshop,software,1
1015,ESRI ArcGIS software,software,1
1015,IBM SPSS Statistics,software,0
1015,Microsoft Access,software,1
1016,Critical Thinking,essential,1
1016,Reading Comprehension,essential,0
1016,Active Listening,essential,0
1016,Speaking,essential,1
1016,Active Learning,essential,0
1016,Amazon DynamoDB,software,0
1016,Amazon Elastic Compute Cloud EC2,software,0
1016,Amazon Redshift,software,0
1016,Amazon Web Services AWS CloudFormation,software,0
1016,Amazon Web Services AWS software,software,0
1017,Reading Comprehension,essential,0
1017,Active Listening,essential,1
1017,Critical Thinking,essential,1
1017,Speaking,essential,1
1017,Science,essential,1
1017,Google Docs,software,1
1017,MEDITECH software,software,0
1017,Microsoft Excel,software,1
1017,Microsoft Office software,software,1
1017,Microsoft Outlook,software,1
1018,Critical Thinking,essential,1
1018,Speaking,essential,1
1018,Monitoring,essential,1
1018,Reading Comprehension,essential,1
1018,Active Listening,essential,1
1018,Adobe Acrobat,software,1
1018,Adobe After Effects,software,1
1018,Adobe InDesign,software,1
1018,Adobe Photoshop,software,1
1018,Autodesk AutoCAD,software,1
1019,Reading Comprehension,essential,0
1019,Active Listening,essential,1
1019,Critical Thinking,essential,1
1019,Speaking,essential,0
1019,Science,essential,1
1019,Google Docs,software,1
1019,MEDITECH software,software,1
1019,Microsoft Excel,software,0
1019,Microsoft Office software,software,0
1019,Microsoft Outlook,software,0
1022,Active Listening,essential,0
1022,Speaking,essential,0
1022,Reading Comprehension,essential,0
1022,Writing,essential,0
1022,Active Learning,essential,1
1022,Apple macOS,software,0
1022,HubSpot software,software,1
1022,IBM SPSS Statistics,software,1
1022,Microsoft Excel,software,0
1022,Microsoft Office software,software,0
1024,Active Listening,essential,1
1024,Speaking,essential,1
1024,Reading Comprehension,essential,1
1024,Writing,essential,1
1024,Active Learning,essential,1
1024,Apple macOS,software,1
1024,HubSpot software,software,1
1024,IBM SPSS Statistics,software,1
1024,Microsoft Excel,software,1
1024,Microsoft Office software,software,0
1025,Critical Thinking,essential,0
1025,Speaking,essential,1
1025,Monitoring,essential,1
1025,Reading Comprehension,essential,1
1025,Active Listening,essential,0
1025,Adobe Acrobat,software,1
1025,Adobe After Effects,software,1
1025,Adobe InDesign,software,1
1025,Adobe Photoshop,software,1
1025,Autodesk AutoCAD,software,1
1026,Critical Thinking,essential,1
1026,Speaking,essential,1
1026,Monitoring,essential,1
1026,Reading Comprehension,essential,1
1026,Active Listening,essential,1
1026,Adobe Acrobat,software,1
1026,Adobe After Effects,software,1
1026,Adobe InDesign,software,1
1026,Adobe Photoshop,software,1
1026,Autodesk AutoCAD,software,1
1027,Critical Thinking,essential,1
1027,Speaking,essential,0
1027,Monitoring,essential,0
1027,Reading Comprehension,essential,1
1027,Active Listening,essential,1
1027,Adobe Acrobat,software,1
1027,Adobe After Effects,software,1
1027,Adobe InDesign,software,1
1027,Adobe Photoshop,software,0
1027,Autodesk AutoCAD,software,0
1028,Reading Comprehension,essential,1
1028,Active Listening,essential,1
1028,Critical Thinking,essential,1
1028,Speaking,essential,1
1028,Science,essential,0
1028,Google Docs,software,1
1028,MEDITECH software,software,1
1028,Microsoft Excel,software,1
1028,Microsoft Office software,software,0
1028,Microsoft Outlook,software,1
1029,N/A - Department-level analysis only,N/A,0
1030,Reading Comprehension,essential,0
1030,Active Listening,essential,1
1030,Critical Thinking,essential,1
1030,Speaking,essential,1
1030,Science,essential,0
1030,Google Docs,software,0
1030,MEDITECH software,software,1
1030,Microsoft Excel,software,1
1030,Microsoft Office software,software,1
1030,Microsoft Outlook,software,1
1032,Critical Thinking,essential,1
1032,Speaking,essential,0
1032,Monitoring,essential,0
1032,Reading Comprehension,essential,1
1032,Active Listening,essential,1
1032,Adobe Acrobat,software,0
1032,Adobe After Effects,software,0
1032,Adobe InDesign,software,1
1032,Adobe Photoshop,software,1
1032,Autodesk AutoCAD,software,1
1033,Active Listening,essential,1
1033,Speaking,essential,1
1033,Reading Comprehension,essential,1
1033,Writing,essential,0
1033,Active Learning,essential,1
1033,Apple macOS,software,1
1033,HubSpot software,software,1
1033,IBM SPSS Statistics,software,0
1033,Microsoft Excel,software,0
1033,Microsoft Office software,software,0
1034,Active Listening,essential,1
1034,Speaking,essential,0
1034,Reading Comprehension,essential,1
1034,Writing,essential,1
1034,Active Learning,essential,1
1034,Apple macOS,software,1
1034,HubSpot software,software,1
1034,IBM SPSS Statistics,software,0
1034,Microsoft Excel,software,1
1034,Microsoft Office software,software,1
